Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
1,-0.2869896641934998,0.3006918843371938,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
1,0.9079614522145222,-1.0102918986330476,-0.5523254458009691,-0.5064313581354142,-0.5012982446569494,0,1,0
1,-1.4819407806015217,-0.11330299449551398,-0.5523254458009691,-0.5064313581354142,0.01761942602741402,1,0,1
0,0.9079614522145222,-1.4932859239378733,2.6710820739555063,0.6642800931386601,-0.2548658091904152,0,0,1
1,0.9079614522145222,0.5766884702256656,0.5221437274511894,5.347125898234958,-0.06006483947229639,0,0,1
0,-1.4819407806015217,-0.7342953127445757,2.6710820739555063,1.8349915444127345,4.315046879202883,1,0,1
0,-1.4819407806015217,0.7146867631699015,-0.5523254458009691,-0.5064313581354142,-0.12932803614288313,1,0,0
0,-0.2869896641934998,2.5086645714449687,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
0,-1.4819407806015217,-0.11330299449551398,0.5221437274511894,-0.5064313581354142,0.899221083968784,1,0,0
0,-1.4819407806015217,0.8526850561141375,0.5221437274511894,-0.5064313581354142,0.32930097757640403,1,0,1
0,0.9079614522145222,-0.5962970198003398,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,-0.8032944592166936,1.5966129007033478,-0.5064313581354142,-0.3129519165245451,0,0,1
1,0.9079614522145222,-1.0792910451051654,0.5221437274511894,-0.5064313581354142,-0.4406147910599111,0,0,0
0,0.9079614522145222,0.7146867631699015,0.5221437274511894,-0.5064313581354142,-0.4739873848248566,0,0,1
0,-0.2869896641934998,-0.18230214096763195,0.5221437274511894,-0.5064313581354142,-0.25628254351563784,0,0,1
1,-0.2869896641934998,-1.8382816562984632,0.5221437274511894,1.8349915444127345,0.13245424349266374,0,0,0
1,0.9079614522145222,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.5041317133073947,0,1,0
0,0.9079614522145222,-0.8032944592166936,0.5221437274511894,-0.5064313581354142,-0.3167298747251389,0,0,1
0,0.9079614522145222,-1.5622850704099913,3.745551247207665,0.6642800931386601,0.0967204258523471,1,0,1
0,0.9079614522145222,-0.5962970198003398,-0.5523254458009691,-0.5064313581354142,-0.5056277847548298,1,0,1
1,-1.4819407806015217,1.3356790814189632,0.5221437274511894,-0.5064313581354142,0.7964303972470275,0,0,0
1,-0.2869896641934998,-0.04430384802339602,0.5221437274511894,-0.5064313581354142,-0.16183358850079235,0,0,1
0,-1.4819407806015217,2.439665424972851,-0.5523254458009691,0.6642800931386601,0.5178059799532332,1,0,0
1,-0.2869896641934998,-0.5962970198003398,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,0,0,1
0,0.9079614522145222,-0.078803421259455,-0.5523254458009691,-0.5064313581354142,-0.5164100774593247,1,0,0
1,-0.2869896641934998,-1.7002833633542271,0.5221437274511894,1.8349915444127345,-0.12877645424559644,0,0,1
0,0.9079614522145222,-1.2862884845215194,4.820020420459824,1.8349915444127345,0.23296304346126165,1,0,1
0,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.5164100774593247,1,0,0
0,-1.4819407806015217,1.0596824955304913,0.5221437274511894,-0.5064313581354142,0.9238571493948562,1,0,1
0,0.9079614522145222,-1.7692825098263452,2.6710820739555063,1.8349915444127345,-0.1259429855951511,1,0,1
1,-0.2869896641934998,-0.04430384802339602,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,0,0,1
0,0.9079614522145222,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.49885957263846603,1,0,1
1,0.9079614522145222,-0.8722936056888115,3.745551247207665,1.8349915444127345,-0.5032665608794588,0,0,1
0,0.9079614522145222,-0.2513012874397499,1.5966129007033478,-0.5064313581354142,-0.48933534001476897,1,0,1
0,-0.2869896641934998,0.1626935913929579,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
0,0.9079614522145222,-0.9412927521609296,4.820020420459824,1.8349915444127345,0.23296304346126165,0,0,1
0,-0.2869896641934998,-0.5962970198003398,-0.5523254458009691,-0.5064313581354142,0.7354314841402395,1,0,1
0,0.9079614522145222,-0.2513012874397499,0.5221437274511894,-0.5064313581354142,-0.37993133746287294,1,0,0
1,0.9079614522145222,0.1626935913929579,-0.5523254458009691,-0.5064313581354142,0.41422569996755254,1,0,1
0,0.9079614522145222,-0.32030043391186785,-0.5523254458009691,-0.5064313581354142,-0.5084612534052753,1,0,1
1,-0.2869896641934998,-1.9880098041429592,-0.5523254458009691,1.8349915444127345,-0.10516421549188508,1,0,1
1,0.9079614522145222,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,-0.4173180118159493,0,0,1
0,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.48296003555126693,1,0,1
1,0.9079614522145222,-0.04430384802339602,-0.5523254458009691,-0.5064313581354142,-0.4735151400497824,1,0,1
0,-1.4819407806015217,-0.11330299449551398,-0.5523254458009691,-0.5064313581354142,0.23674100166185552,1,0,1
1,-0.2869896641934998,-0.8722936056888115,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,0,0,1
1,0.9079614522145222,0.23169273786507583,2.6710820739555063,-0.5064313581354142,-0.3535649671809286,0,0,1
0,0.9079614522145222,-0.9412927521609296,0.5221437274511894,3.0057029956868093,-0.003631588850926211,1,0,1
1,-1.4819407806015217,-0.4582987268561038,2.6710820739555063,1.8349915444127345,4.315046879202883,0,0,1
0,0.9079614522145222,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,-0.04430384802339602,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,-0.6652961662724577,-0.5523254458009691,-0.5064313581354142,-0.5046039580824689,1,0,1
0,-1.4819407806015217,1.1286816420026093,0.5221437274511894,-0.5064313581354142,0.5026148100286454,1,0,1
0,0.9079614522145222,-0.2513012874397499,0.5221437274511894,1.8349915444127345,-0.2643107046918997,1,0,1
0,0.9079614522145222,2.0256705461401427,-0.5523254458009691,-0.5064313581354142,-0.5160171698064628,1,0,1
0,-1.4819407806015217,2.8536603038055586,-0.5523254458009691,-0.5064313581354142,0.0016424407971028167,1,0,0
1,-1.4819407806015217,-0.4582987268561038,-0.5523254458009691,0.6642800931386601,0.5438568907254279,1,0,0
1,-0.2869896641934998,0.3006918843371938,-0.5523254458009691,0.6642800931386601,-0.21850296150969964,0,0,1
0,-0.2869896641934998,0.3006918843371938,0.5221437274511894,-0.5064313581354142,-0.16183358850079235,1,0,1
0,0.9079614522145222,-0.11330299449551398,-0.5523254458009691,-0.5064313581354142,-0.5038181427767454,0,0,1
0,-1.4819407806015217,-0.5962970198003398,-0.5523254458009691,0.6642800931386601,0.8069765675639848,1,0,1
0,0.9079614522145222,0.23169273786507583,-0.5523254458009691,-0.5064313581354142,-0.48949212528009367,1,0,1
0,0.9079614522145222,0.5076893237535477,1.5966129007033478,-0.5064313581354142,-0.5032665608794588,1,0,1
0,0.9079614522145222,-0.11330299449551398,-0.5523254458009691,-0.5064313581354142,-0.5038181427767454,1,0,1
1,0.9079614522145222,-0.5962970198003398,-0.5523254458009691,-0.5064313581354142,-0.5084612534052753,0,0,1
0,0.9079614522145222,0.5766884702256656,-0.5523254458009691,-0.5064313581354142,-0.5038181427767454,1,0,1
0,-1.4819407806015217,1.1976807884747274,-0.5523254458009691,-0.5064313581354142,0.32930097757640403,1,0,1
0,0.9079614522145222,-1.0447914718691065,0.5221437274511894,-0.5064313581354142,-0.37993133746287294,0,0,0
0,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,-0.6652961662724577,0.5221437274511894,-0.5064313581354142,-0.4673759579738175,0,0,1
0,0.9079614522145222,-0.8722936056888115,-0.5523254458009691,-0.5064313581354142,-0.3798538893197607,0,0,0
0,0.9079614522145222,-0.5962970198003398,-0.5523254458009691,-0.5064313581354142,-0.5032665608794588,1,0,1
0,0.9079614522145222,2.8191607305694997,-0.5523254458009691,-0.5064313581354142,-0.5065722743049783,1,1,0
0,-0.2869896641934998,-0.04430384802339602,0.5221437274511894,-0.5064313581354142,-0.25628254351563784,1,0,1
0,-1.4819407806015217,-0.3892995803839858,-0.5523254458009691,0.6642800931386601,4.0226480263097235,1,0,0
0,0.9079614522145222,-1.907280802770581,3.745551247207665,1.8349915444127345,-0.062189940960130426,0,0,1
0,-0.2869896641934998,-0.5962970198003398,1.5966129007033478,-0.5064313581354142,0.7354314841402395,1,0,1
0,-0.2869896641934998,0.19719316462901684,0.5221437274511894,-0.5064313581354142,-0.08493702728590581,1,0,0
1,-0.2869896641934998,0.19719316462901684,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,0,0,1
0,-1.4819407806015217,1.680674813779553,-0.5523254458009691,0.6642800931386601,0.8069765675639848,1,0,1
1,0.9079614522145222,-1.2172893380494014,0.5221437274511894,-0.5064313581354142,-0.4406147910599111,1,0,0
1,0.9079614522145222,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,-0.5180629341720844,1,0,1
0,0.9079614522145222,1.0596824955304913,-0.5523254458009691,-0.5064313581354142,-0.5212118623322793,1,0,1
0,0.9079614522145222,0.23169273786507583,-0.5523254458009691,-0.5064313581354142,-0.5038181427767454,1,0,0
0,0.9079614522145222,-0.6652961662724577,-0.5523254458009691,-0.5064313581354142,-0.5197951280070566,1,0,1
0,0.9079614522145222,1.1976807884747274,0.5221437274511894,-0.5064313581354142,-0.37906618503493694,0,0,1
1,-0.2869896641934998,-0.04430384802339602,0.5221437274511894,-0.5064313581354142,-0.16183358850079235,0,0,1
0,-0.2869896641934998,-0.32030043391186785,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
0,-0.2869896641934998,-0.4582987268561038,-0.5523254458009691,-0.5064313581354142,-0.3687561371055164,1,0,0
1,-1.4819407806015217,-0.7342953127445757,-0.5523254458009691,1.8349915444127345,-0.1564821107096512,0,0,1
0,-1.4819407806015217,0.5076893237535477,0.5221437274511894,-0.5064313581354142,0.3500797476796701,1,0,1
0,0.9079614522145222,-0.9412927521609296,-0.5523254458009691,-0.5064313581354142,-0.47886661784092355,1,0,1
0,-1.4819407806015217,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,0.8431032928571635,1,0,0
1,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.5065722743049783,0,0,1
1,0.9079614522145222,-0.3892995803839858,0.5221437274511894,-0.5064313581354142,-0.3535649671809286,0,0,1
0,0.9079614522145222,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.5254620653079474,1,1,0
0,-0.2869896641934998,-0.8032944592166936,-0.5523254458009691,-0.5064313581354142,-0.43573555804384423,1,0,1
0,-0.2869896641934998,-0.7342953127445757,0.5221437274511894,0.6642800931386601,0.04123166478112539,1,0,1
1,0.9079614522145222,-0.18230214096763195,-0.5523254458009691,-0.5064313581354142,-0.5057071218770424,1,0,1
0,0.9079614522145222,-1.4242867774657553,1.5966129007033478,1.8349915444127345,-0.003631588850926211,0,0,1
0,-0.2869896641934998,0.47318975051748874,-0.5523254458009691,1.8349915444127345,-0.16183358850079235,1,0,1
0,-0.2869896641934998,0.8526850561141375,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
0,-0.2869896641934998,1.4736773743631992,-0.5523254458009691,-0.5064313581354142,-0.41637352226580093,1,0,1
1,-1.4819407806015217,-0.5272978733282218,0.5221437274511894,-0.5064313581354142,0.6050919262197527,0,0,1
0,0.9079614522145222,1.78417353348773,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,0.7491863364059606,-0.5523254458009691,1.8349915444127345,-0.37906618503493694,1,0,1
0,-1.4819407806015217,1.4736773743631992,-0.5523254458009691,0.6642800931386601,0.5064721053514517,1,0,0
1,0.9079614522145222,-0.9412927521609296,-0.5523254458009691,-0.5064313581354142,-0.5068877338147278,0,1,0
0,0.9079614522145222,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,0.9906833490583734,-0.5523254458009691,0.6642800931386601,-0.34884251943018635,1,0,1
1,-0.2869896641934998,0.7146867631699015,-0.5523254458009691,-0.5064313581354142,-0.35545394628122556,0,0,1
0,0.9079614522145222,-0.2513012874397499,-0.5523254458009691,-0.5064313581354142,-0.5061000295299041,1,0,1
0,0.9079614522145222,-0.8722936056888115,-0.5523254458009691,-0.5064313581354142,-0.48933534001476897,1,0,1
0,0.9079614522145222,-1.976279949242699,3.745551247207665,0.6642800931386601,0.0967204258523471,1,0,1
1,0.9079614522145222,-1.4242867774657553,-0.5523254458009691,1.8349915444127345,-0.2652551942420482,1,0,1
0,0.9079614522145222,1.0596824955304913,0.5221437274511894,4.176414446960884,-0.1259429855951511,0,0,1
0,0.9079614522145222,-0.11330299449551398,-0.5523254458009691,-0.5064313581354142,0.41422569996755254,1,0,1
0,-1.4819407806015217,2.163668839084379,-0.5523254458009691,-0.5064313581354142,-0.020160155978524167,1,0,1
0,0.9079614522145222,-1.7692825098263452,3.745551247207665,0.6642800931386601,-0.10280299161651395,1,1,0
1,0.9079614522145222,-1.976279949242699,0.5221437274511894,0.6642800931386601,-0.442662444404633,0,0,1
0,0.9079614522145222,-0.5962970198003398,-0.5523254458009691,-0.5064313581354142,-0.5032665608794588,1,0,1
0,-1.4819407806015217,1.818673106723789,-0.5523254458009691,-0.5064313581354142,-0.07313090790905012,1,0,0
0,0.9079614522145222,-0.8032944592166936,0.5221437274511894,0.6642800931386601,-0.5046039580824689,1,0,1
0,-1.4819407806015217,1.4046782278910812,-0.5523254458009691,-0.5064313581354142,-0.11059503040523873,0,0,0
0,-0.2869896641934998,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
0,0.9079614522145222,0.4386901772814297,-0.5523254458009691,-0.5064313581354142,-0.6529681545779887,1,0,1
0,0.9079614522145222,-1.4242867774657553,3.745551247207665,1.8349915444127345,-0.06006483947229639,1,0,1
1,-0.2869896641934998,-1.976279949242699,1.5966129007033478,0.6642800931386601,0.08373369453780584,1,0,1
1,0.9079614522145222,-1.7692825098263452,-0.5523254458009691,1.8349915444127345,-0.23692050773759454,0,0,1
1,-1.4819407806015217,1.0596824955304913,-0.5523254458009691,-0.5064313581354142,-0.15144420344915935,1,0,1
0,0.9079614522145222,0.7146867631699015,0.5221437274511894,0.6642800931386601,-0.36017639403196783,1,1,0
0,0.9079614522145222,0.4386901772814297,-0.5523254458009691,-0.5064313581354142,-0.5038181427767454,1,0,1
1,-0.2869896641934998,0.1626935913929579,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,0,0,1
0,-0.2869896641934998,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
1,0.9079614522145222,-0.7342953127445757,0.5221437274511894,-0.5064313581354142,-0.5046039580824689,0,0,1
1,-0.2869896641934998,-1.8382816562984632,0.5221437274511894,0.6642800931386601,-0.16183358850079235,1,0,1
1,-1.4819407806015217,0.9906833490583734,-0.5523254458009691,-0.5064313581354142,-0.12932803614288313,0,0,0
1,-1.4819407806015217,1.956671399668025,-0.5523254458009691,-0.5064313581354142,2.114779135009845,0,0,0
0,0.9079614522145222,0.8526850561141375,-0.5523254458009691,0.6642800931386601,-0.49421457303083594,1,0,1
0,-0.2869896641934998,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,0,0,1
0,0.9079614522145222,-0.11330299449551398,-0.5523254458009691,-0.5064313581354142,-0.4735151400497824,1,0,1
0,0.9079614522145222,0.3006918843371938,-0.5523254458009691,-0.5064313581354142,-0.5302638501809022,1,0,1
0,0.9079614522145222,1.0941820687665504,-0.5523254458009691,-0.5064313581354142,-0.5164894145815371,1,0,0
1,0.9079614522145222,-0.8032944592166936,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,-1.907280802770581,-0.5523254458009691,0.6642800931386601,-0.4553337162094247,0,0,1
0,0.9079614522145222,0.1626935913929579,0.5221437274511894,-0.5064313581354142,-0.3535649671809286,1,0,1
1,0.9079614522145222,-0.2513012874397499,-0.5523254458009691,-0.5064313581354142,-0.2980762061097069,1,0,0
1,0.9079614522145222,-0.9412927521609296,-0.5523254458009691,-0.5064313581354142,-0.5065722743049783,0,1,0
1,-1.4819407806015217,0.7146867631699015,-0.5523254458009691,-0.5064313581354142,-0.0673846334859469,1,0,0
0,0.9079614522145222,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,-0.5197951280070566,1,0,1
1,-0.2869896641934998,0.36969103080931176,-0.5523254458009691,-0.5064313581354142,-0.25628254351563784,0,0,1
0,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.5160171698064628,1,0,1
0,-0.2869896641934998,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
1,-1.4819407806015217,0.0936944449208399,0.5221437274511894,-0.5064313581354142,1.4867729212833354,0,0,0
1,0.9079614522145222,-0.18230214096763195,-0.5523254458009691,-0.5064313581354142,-0.5032665608794588,0,0,1
0,-0.2869896641934998,0.8526850561141375,0.5221437274511894,-0.5064313581354142,-0.14294379749782327,1,0,1
1,-1.4819407806015217,0.1626935913929579,-0.5523254458009691,-0.5064313581354142,0.7881661136832285,0,0,0
0,-0.2869896641934998,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
1,0.9079614522145222,-0.9412927521609296,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,-0.2869896641934998,-0.18230214096763195,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
0,0.9079614522145222,1.4736773743631992,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
1,-1.4819407806015217,0.5766884702256656,0.5221437274511894,-0.5064313581354142,1.0471130356892295,1,0,1
0,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.4763486087002277,1,0,1
1,-0.2869896641934998,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
0,0.9079614522145222,-0.6307965930363987,-0.5523254458009691,-0.5064313581354142,-0.5160171698064628,1,0,1
0,-0.2869896641934998,-0.8032944592166936,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
1,-1.4819407806015217,0.36969103080931176,0.5221437274511894,-0.5064313581354142,0.9238571493948562,0,0,1
0,0.9079614522145222,-0.04430384802339602,-0.5523254458009691,-0.5064313581354142,-0.5061000295299041,1,0,1
0,-0.2869896641934998,2.0256705461401427,-0.5523254458009691,-0.5064313581354142,-0.397955976037906,1,0,1
1,0.9079614522145222,-1.7002833633542271,3.745551247207665,1.8349915444127345,-0.06006483947229639,0,0,1
0,-0.2869896641934998,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
0,-0.2869896641934998,0.9906833490583734,0.5221437274511894,-0.5064313581354142,-0.16183358850079235,1,0,1
1,-0.2869896641934998,-1.4932859239378733,-0.5523254458009691,1.8349915444127345,-0.1571111407500501,0,0,1
0,-0.2869896641934998,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
0,-0.2869896641934998,0.23169273786507583,-0.5523254458009691,-0.5064313581354142,-0.4210959700165432,1,0,1
0,-0.2869896641934998,-0.04430384802339602,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
0,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.518378393681834,1,0,1
0,0.9079614522145222,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,-0.5164894145815371,1,0,0
0,-1.4819407806015217,0.9906833490583734,1.5966129007033478,-0.5064313581354142,1.0471130356892295,1,1,0
0,0.9079614522145222,-0.32030043391186785,-0.5523254458009691,-0.5064313581354142,-0.5061000295299041,0,0,1
1,-0.2869896641934998,-0.3892995803839858,-0.5523254458009691,1.8349915444127345,-0.37906618503493694,0,0,1
1,-1.4819407806015217,0.5076893237535477,0.5221437274511894,0.6642800931386601,0.33976969975024957,1,0,1
0,-0.2869896641934998,1.680674813779553,0.5221437274511894,-0.5064313581354142,-0.16183358850079235,1,0,1
0,0.9079614522145222,-0.04430384802339602,0.5221437274511894,0.6642800931386601,-0.4553337162094247,0,0,1
0,-1.4819407806015217,2.232667985556497,-0.5523254458009691,-0.5064313581354142,-0.15144420344915935,1,0,1
0,0.9079614522145222,0.024695298448721946,0.5221437274511894,-0.5064313581354142,-0.34884251943018635,1,0,1
0,0.9079614522145222,0.7836859096420196,-0.5523254458009691,1.8349915444127345,-0.271158253930476,0,0,1
1,0.9079614522145222,-0.04430384802339602,-0.5523254458009691,1.8349915444127345,-0.3649781789049226,0,0,0
1,-1.4819407806015217,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,0.9809987671788377,0,0,1
1,-1.4819407806015217,0.36969103080931176,-0.5523254458009691,-0.5064313581354142,9.024823358140363,0,0,0
1,-0.2869896641934998,1.4046782278910812,-0.5523254458009691,0.6642800931386601,-0.16183358850079235,0,0,1
1,0.9079614522145222,-1.8382816562984632,3.745551247207665,1.8349915444127345,-0.06006483947229639,1,0,1
0,-1.4819407806015217,1.5426765208353173,0.5221437274511894,0.6642800931386601,0.8516036988084996,1,0,1
0,-1.4819407806015217,0.7146867631699015,-0.5523254458009691,-0.5064313581354142,-0.6529681545779887,1,0,1
0,-0.2869896641934998,0.4386901772814297,-0.5523254458009691,-0.5064313581354142,-0.4546253490468133,1,0,1
0,0.9079614522145222,-0.9412927521609296,3.745551247207665,0.6642800931386601,0.0967204258523471,1,0,1
1,0.9079614522145222,-0.32030043391186785,0.5221437274511894,-0.5064313581354142,-0.5061000295299041,1,0,1
1,-1.4819407806015217,1.956671399668025,-0.5523254458009691,0.6642800931386601,2.2459063972151556,0,0,1
1,-1.4819407806015217,0.36969103080931176,-0.5523254458009691,-0.5064313581354142,1.909116535465019,0,0,1
1,0.9079614522145222,-0.32030043391186785,-0.5523254458009691,-0.5064313581354142,-0.6529681545779887,1,0,1
1,-0.2869896641934998,0.7836859096420196,-0.5523254458009691,0.6642800931386601,-0.2846172300200915,0,0,1
0,-1.4819407806015217,0.5076893237535477,-0.5523254458009691,0.6642800931386601,-0.09194136178980673,1,0,0
1,-1.4819407806015217,2.301667132028615,0.5221437274511894,-0.5064313581354142,0.8196478393687765,0,0,1
0,0.9079614522145222,1.0596824955304913,-0.5523254458009691,-0.5064313581354142,-0.5065722743049783,0,0,1
0,0.9079614522145222,-1.5622850704099913,3.745551247207665,0.6642800931386601,-0.10280299161651395,1,1,0
1,0.9079614522145222,0.36969103080931176,0.5221437274511894,0.6642800931386601,-0.27044988676786463,0,0,1
0,0.9079614522145222,2.439665424972851,-0.5523254458009691,-0.5064313581354142,-0.5065722743049783,1,1,0
0,0.9079614522145222,-0.11330299449551398,-0.5523254458009691,-0.5064313581354142,-0.5046039580824689,1,0,1
0,0.9079614522145222,-0.9412927521609296,-0.5523254458009691,-0.5064313581354142,-0.4735151400497824,1,0,1
1,0.9079614522145222,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.5009053370040876,1,0,1
0,0.9079614522145222,0.23169273786507583,-0.5523254458009691,-0.5064313581354142,-0.48933534001476897,1,0,0
1,0.9079614522145222,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,-0.4735151400497824,1,0,1
0,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.5038181427767454,1,0,1
1,-0.2869896641934998,0.8526850561141375,-0.5523254458009691,-0.5064313581354142,-0.4074008715393906,1,0,1
1,0.9079614522145222,-0.5272978733282218,-0.5523254458009691,-0.5064313581354142,-0.5065722743049783,0,1,0
1,-1.4819407806015217,-0.2513012874397499,-0.5523254458009691,-0.5064313581354142,0.8364918660061241,0,0,1
1,-1.4819407806015217,-0.7342953127445757,0.5221437274511894,-0.5064313581354142,1.0674988981396338,0,0,0
0,-0.2869896641934998,0.4386901772814297,-0.5523254458009691,-0.5064313581354142,-0.4097620954147617,1,0,0
0,0.9079614522145222,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,-0.4857935042017123,0,0,1
0,0.9079614522145222,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,-0.5038181427767454,1,0,1
0,0.9079614522145222,-0.42379915362004483,-0.5523254458009691,-0.5064313581354142,-0.5164100774593247,1,0,0
0,-1.4819407806015217,-1.907280802770581,0.5221437274511894,1.8349915444127345,2.2097796719219773,0,0,1
1,-1.4819407806015217,1.4046782278910812,-0.5523254458009691,0.6642800931386601,4.0226480263097235,0,0,0
0,0.9079614522145222,-0.7342953127445757,-0.5523254458009691,-0.5064313581354142,-0.6529681545779887,1,0,1
1,-1.4819407806015217,-1.9817998809604684,0.5221437274511894,1.8349915444127345,2.2097796719219773,1,0,1
1,-1.4819407806015217,-0.8722936056888115,0.5221437274511894,-0.5064313581354142,1.4041300856453456,0,0,0
0,-0.2869896641934998,0.024695298448721946,0.5221437274511894,-0.5064313581354142,-0.19961317050673055,1,0,0
1,-1.4819407806015217,0.024695298448721946,-0.5523254458009691,-0.5064313581354142,0.42241253538823936,0,0,0
1,-1.4819407806015217,-0.3892995803839858,-0.5523254458009691,-0.5064313581354142,0.9178747525842159,0,0,0
1,-1.4819407806015217,-0.8032944592166936,1.5966129007033478,1.8349915444127345,4.303240759826027,0,0,0
